"system:index","RTENAME","RTENO","date","meanHSI"
"4_00000000000000000390","HOONAH",NA,"2014-05-01",0.25932034411379995
"4_00000000000000000393","JUNEAU",NA,"2014-05-01",0.25602366267519755
"4_000000000000000003ca","SKAGWAY",NA,"2014-05-01",0.2229162620296062
"4_000000000000000003df","YAKUTAT",NA,"2014-05-01",0.2610474777676678
"4_000000000000000003e0","ZAREMBO",NA,"2014-05-01",0.3714203010667923
"4_0000000000000000039d","KETCHIKAN",NA,"2014-05-01",0.5313143164411915
"4_00000000000000000513","11-171 ???",NA,"2014-05-01",0.37508322499202185
"4_00000000000000000394","JUNEAU ALT",NA,"2014-05-01",0.22774781850304268
"4_000000000000000003bc","PETERSBURG",NA,"2014-05-01",0.4137672565176125
"4_000000000000000003d5","THORNE BAY",NA,"2014-05-01",0.4963909193774037
"4_000000000000000003dd","WHALE PASS",NA,"2014-05-01",0.4539772876455875
"4_0000000000000000051c","11-204 WASA",NA,"2014-05-01",0.4932988829052809
"4_000000000000000003a5","KUIU ISLAND",NA,"2014-05-01",0.347831638409394
"4_000000000000000003af","MITKOF ISLE",NA,"2014-05-01",0.3676026195630502
"4_000000000000000004c0","11-004 TOKAY",NA,"2014-05-01",0.43696083633823
"4_000000000000000004c2","11-006 SALMO",NA,"2014-05-01",0.5230065337569073
"4_00000000000000000373","CHICHAGOF IS",NA,"2014-05-01",0.27383436934307487
"4_0000000000000000038d","HARLEQUIN L.",NA,"2014-05-01",0.21607751135150083
"4_000000000000000003e1","ZIMOVIA STRT",NA,"2014-05-01",0.34404960393949435
"4_000000000000000004c7","11-011 ALBION",NA,"2014-05-01",0.73262720707304
"4_000000000000000004d1","11-021 NICOLA",NA,"2014-05-01",0.4634983105221099
"4_000000000000000004d7","11-029 GOLDEN",NA,"2014-05-01",0.4604002559249826
"4_0000000000000000051b","11-202 NITNAT",NA,"2014-05-01",0.4946703607453878
"4_0000000000000000051e","11-206 SLOCAN",NA,"2014-05-01",0.4508574653853133
"4_00000000000000000558","11-408 OLIVER",NA,"2014-05-01",0.44149150654611585
"4_00000000000000000565","11-454 BOWRON",NA,"2014-05-01",0.4178062406207646
"4_0000000000000000056e","11-613 COOMBS",NA,"2014-05-01",0.7852699467885701
"4_000000000000000003cf","STIKINE RIVER",NA,"2014-05-01",0.4181867227879223
"4_0000000000000000045a","04-205 COLEMAN",NA,"2014-05-01",0.3715695310406725
"4_000000000000000004c3","11-007 NEEDLES",NA,"2014-05-01",0.5405005376449231
"4_000000000000000004c6","11-010 SEABIRD",NA,"2014-05-01",0.6781453622324755
"4_000000000000000004c9","11-013 ALBERNI",NA,"2014-05-01",0.5988760838461619
"4_000000000000000004cb","11-015 ELKFORD",NA,"2014-05-01",0.361037225198097
"4_000000000000000004ce","11-018 ZINCTON",NA,"2014-05-01",0.4347920478471841
"4_000000000000000004d2","11-022 CANFORD",NA,"2014-05-01",0.37417778257996925
"4_000000000000000004df","11-042 GOSNELL",NA,"2014-05-01",0.4233529560429232
"4_000000000000000004e6","11-053 MCBRIDE",NA,"2014-05-01",0.4277178542875489
"4_000000000000000004e7","11-054 WINGDAM",NA,"2014-05-01",0.3330377718162138
"4_000000000000000004ea","11-058 DUNSTER",NA,"2014-05-01",0.4248561520729188
"4_000000000000000004f1","11-071 LAKELSE",NA,"2014-05-01",0.3718265572282885
"4_000000000000000004f7","11-081 KISPIOX",NA,"2014-05-01",0.3339235750118616
"4_000000000000000004fd","11-101 Saltair",NA,"2014-05-01",0.8079524405698082
"4_00000000000000000517","11-198 MASSETT",NA,"2014-05-01",0.3165926480352877
"4_0000000000000000051d","11-205 CRESTON",NA,"2014-05-01",0.589954104918279
"4_00000000000000000521","11-209 ASHNOLA",NA,"2014-05-01",0.29763812187271504
"4_00000000000000000529","11-218 GERRARD",NA,"2014-05-01",0.3665398027778033
"4_0000000000000000053d","11-256 PUNCHAW",NA,"2014-05-01",0.2997188192646531
"4_00000000000000000554","11-371 Kitimat",NA,"2014-05-01",0.3268198097621138
"4_00000000000000000566","11-510 Chaumox",NA,"2014-05-01",0.4798203004437579
"4_0000000000000000056b","11-609 BROMLEY",NA,"2014-05-01",0.27539891654047705
"4_00000000000000000573","11-711 Mud Bay",NA,"2014-05-01",0.7484719406241107
"4_00000000000000000937","93-314 KLUKSHU",NA,"2014-05-01",0.23060046681302848
"4_000000000000000003e6","04-005 SENTINEL",NA,"2014-05-01",0.3853012552726265
"4_000000000000000004d3","11-023 SHALALTH",NA,"2014-05-01",0.2959561369398473
"4_000000000000000004e8","11-055 FERNDALE",NA,"2014-05-01",0.43261148129744864
"4_000000000000000004f0","11-070 SMITHERS",NA,"2014-05-01",0.31752417440588515
"4_000000000000000004f2","11-072 KWINITSA",NA,"2014-05-01",0.2839548600721221
"4_000000000000000004fc","11-093 MEZIADIN",NA,"2014-05-01",0.30893256782845774
"4_00000000000000000504","11-116 KOOTENAY",NA,"2014-05-01",0.33691042990706044
"4_0000000000000000051a","11-201 VICTORIA",NA,"2014-05-01",0.8450851159155441
"4_0000000000000000052c","11-222 PAVILION",NA,"2014-05-01",0.3396557080862381
"4_00000000000000000533","11-233 CHU CHUA",NA,"2014-05-01",0.588728522909117
"4_00000000000000000538","11-244 HORSEFLY",NA,"2014-05-01",0.3922762722568176
"4_0000000000000000055c","11-412 SQUAMISH",NA,"2014-05-01",0.5504205918070842
"4_00000000000000000570","11-621 KAMLOOPS",NA,"2014-05-01",0.5550869052088626
"4_000000000000000004bd","11-001 CHEMAINUS",NA,"2014-05-01",0.7097892404415773
"4_000000000000000004c1","11-005 KUSKONOOK",NA,"2014-05-01",0.4568131464787107
"4_000000000000000004c5","11-009 PRINCETON",NA,"2014-05-01",0.28458759668687733
"4_000000000000000004d5","11-027 EVE RIVER",NA,"2014-05-01",0.4235838504099071
"4_000000000000000004ef","11-069 MT MORICE",NA,"2014-05-01",0.24270534761977636
"4_00000000000000000503","11-114 ASH RIVER",NA,"2014-05-01",0.5626775039870869
"4_00000000000000000505","11-117 GNAT PASS",NA,"2014-05-01",0.35235668401439707
"4_0000000000000000052a","11-220 LAVINGTON",NA,"2014-05-01",0.642183763554572
"4_0000000000000000052d","11-223 PEMBERTON",NA,"2014-05-01",0.5357466868508768
"4_00000000000000000543","11-282 CRANBERRY",NA,"2014-05-01",0.35493989230150647
"4_0000000000000000054a","11-311 COQUITLAM",NA,"2014-05-01",0.7508671242822665
"4_0000000000000000054b","11-313 DUCK LAKE",NA,"2014-05-01",0.7032477681724052
"4_00000000000000000552","11-335 Dog Creek",NA,"2014-05-01",0.3789358104772862
"4_00000000000000000559","11-409 BROOKMERE",NA,"2014-05-01",0.3261832981759984
"4_00000000000000000561","11-422 HAT CREEK",NA,"2014-05-01",0.2933953056441356
"4_00000000000000000569","11-514 COURTENAY",NA,"2014-05-01",0.6531680761074933
"4_0000000000000000056a","11-608 PARK RILL",NA,"2014-05-01",0.45465088734819065
"4_000000000000000004c4","11-008 BEAVERDELL",NA,"2014-05-01",0.32051397711178575
"4_000000000000000004ca","11-014 ELSIE LAKE",NA,"2014-05-01",0.5380483091989535
"4_000000000000000004cf","11-019 MABEL LAKE",NA,"2014-05-01",0.6378414760849155
"4_000000000000000004d0","11-020 SALMON ARM",NA,"2014-05-01",0.5984378649727004
"4_000000000000000004d4","11-026 CAMPBELL R",NA,"2014-05-01",0.509406426995897
"4_000000000000000004d6","11-028 PORT HARDY",NA,"2014-05-01",0.41645504083462176
"4_000000000000000004dc","11-034 MEADOWLAKE",NA,"2014-05-01",0.26987196185386486
"4_000000000000000004e9","11-057 KENNEY DAM",NA,"2014-05-01",0.27409257130600145
"4_000000000000000004f8","11-082 NASS RIVER",NA,"2014-05-01",0.3366663140072847
"4_000000000000000004fe","11-102 Fairy Lake",NA,"2014-05-01",0.6177188593783345
"4_00000000000000000506","11-118 BEAVERFOOT",NA,"2014-05-01",0.35272820885438555
"4_0000000000000000050e","11-137 PENNINGTON",NA,"2014-05-01",0.21221883345960552
"4_00000000000000000510","11-150 GOLD RIVER",NA,"2014-05-01",0.4372273465473355
"4_00000000000000000519","11-200 MORESBY IS",NA,"2014-05-01",0.2959024833897123
"4_00000000000000000520","11-208 SUMMERLAND",NA,"2014-05-01",0.3571572044810351
"4_00000000000000000522","11-210 CHILLIWACK",NA,"2014-05-01",0.7246740140051339
"4_00000000000000000524","11-212 POINT GREY",NA,"2014-05-01",0.7339025081142411
"4_00000000000000000532","11-232 ADAMS LAKE",NA,"2014-05-01",0.5599408556250879
"4_00000000000000000537","11-237 TATLA LAKE",NA,"2014-05-01",0.24436877897776893
"4_0000000000000000053a","11-248 NIMPO LAKE",NA,"2014-05-01",0.21954708586328023
"4_0000000000000000054c","11-316 WINDERMERE",NA,"2014-05-01",0.4723235403967652
"4_0000000000000000055e","11-414 COMOX LAKE",NA,"2014-05-01",0.6065000895124238
"4_00000000000000000563","11-426 QUADRA IS.",NA,"2014-05-01",0.5505009097720913
"4_0000000000000000056c","11-611 Barrowtown",NA,"2014-05-01",0.7295704513961544
"4_00000000000000000575","11-900 SYRINGA CR",NA,"2014-05-01",0.5237183926282206
"4_000000000000000004bf","11-003 BORDER ROAD",NA,"2014-05-01",0.3788083850493474
"4_000000000000000004cc","11-016 COLUMBIA LK",NA,"2014-05-01",0.4949905956482426
"4_000000000000000004db","11-033 Bridge Lake",NA,"2014-05-01",0.3932123391785294
"4_000000000000000004dd","11-036 CARDIFF MTN",NA,"2014-05-01",0.23659669868715685
"4_000000000000000004de","11-037 TATLAYOKO L",NA,"2014-05-01",0.26000640903500793
"4_000000000000000004e2","11-045 WILLIAMS LK",NA,"2014-05-01",0.351699346483129
"4_000000000000000004e5","11-049 BELLA COOLA",NA,"2014-05-01",0.30535413361954167
"4_000000000000000004ec","11-065 MCLEOD LAKE",NA,"2014-05-01",0.4120849280429626
"4_000000000000000004ed","11-067 FRASER LAKE",NA,"2014-05-01",0.3493415502809267
"4_0000000000000000050b","11-133 Eaganbridge",NA,"2014-05-01",0.39753643537490535
"4_00000000000000000512","11-167 Ormond Lake",NA,"2014-05-01",0.32081857523165347
"4_00000000000000000515","11-181 Glen Vowell",NA,"2014-05-01",0.3569021943158216
"4_0000000000000000051f","11-207 GRAND FORKS",NA,"2014-05-01",0.40159393213719446
"4_00000000000000000525","11-213 SALTERY BAY",NA,"2014-05-01",0.7496064162836035
"4_00000000000000000527","11-216 CANAL FLATS",NA,"2014-05-01",0.3947465712799592
"4_0000000000000000052e","11-226 STELLA LAKE",NA,"2014-05-01",0.3932032791023712
"4_0000000000000000052f","11-228 VICTORIA LK",NA,"2014-05-01",0.44642119148274584
"4_00000000000000000535","11-235 RISKE CREEK",NA,"2014-05-01",0.3323463885015883
"4_00000000000000000539","11-245 MELDRUM CR.",NA,"2014-05-01",0.30824276293260305
"4_0000000000000000053e","11-265 SUMMIT LAKE",NA,"2014-05-01",0.44226055787662233
"4_0000000000000000053f","11-267 Pinchi Lake",NA,"2014-05-01",0.3601792185787119
"4_00000000000000000541","11-271 KITSUMKALUM",NA,"2014-05-01",0.2807111370787355
"4_0000000000000000054d","11-317 DUNCAN LAKE",NA,"2014-05-01",0.3603615299274354
"4_0000000000000000054e","11-323 PEM MEADOWS",NA,"2014-05-01",0.6058083510267324
"4_0000000000000000055b","11-411 Maple Ridge",NA,"2014-05-01",0.7191035983772418
"4_0000000000000000055d","11-413 NANAIMO RIV",NA,"2014-05-01",0.6986857180919765
"4_0000000000000000055f","11-419 CREIGHTON V",NA,"2014-05-01",0.41082852368527706
"4_00000000000000000560","11-420 CANOE POINT",NA,"2014-05-01",0.6481161753928534
"4_00000000000000000562","11-423 DUFFEY LAKE",NA,"2014-05-01",0.29775729945825763
"4_00000000000000000564","11-430 SUCCOUR CR.",NA,"2014-05-01",0.37290574227061096
"4_00000000000000000567","11-511 Skookumchuk",NA,"2014-05-01",0.48867740296699935
"4_00000000000000000572","11-709 OSPREY LAKE",NA,"2014-05-01",0.30043738677911574
"4_0000000000000000042a","04-105 WATERTON PRK",NA,"2014-05-01",0.35706654724405035
"4_000000000000000004be","11-002 PORT RENFREW",NA,"2014-05-01",0.606699652675296
"4_000000000000000004c8","11-012 SUNSHINE CST",NA,"2014-05-01",0.7562704843911491
"4_000000000000000004d8","11-030 ESPLANADE RG",NA,"2014-05-01",0.3652730728935801
"4_000000000000000004d9","11-031 GOLDSTREAM R",NA,"2014-05-01",0.4289532642204482
"4_000000000000000004da","11-032 SCOTCH CREEK",NA,"2014-05-01",0.3768476737807264
"4_000000000000000004e0","11-043 HENDRIX LAKE",NA,"2014-05-01",0.3432183235458913
"4_000000000000000004e1","11-044 KEITHLEY CR.",NA,"2014-05-01",0.3251129389984239
"4_000000000000000004e3","11-046 ALEXIS CREEK",NA,"2014-05-01",0.3127063722117914
"4_000000000000000004e4","11-048 HECKMAN PASS",NA,"2014-05-01",0.20255086080981757
"4_000000000000000004ee","11-068 PINKUT CREEK",NA,"2014-05-01",0.2569535063361355
"4_000000000000000004f4","11-075 WILLISTON LK",NA,"2014-05-01",0.40017285820250503
"4_00000000000000000509","11-131 Big Bend Hwy",NA,"2014-05-01",0.3674407848140804
"4_0000000000000000050f","11-139 CHILKAT PASS",NA,"2014-05-01",0.22446620616267887
"4_00000000000000000511","11-153 FRASER RIVER",NA,"2014-05-01",0.46213254161441886
"4_00000000000000000523","11-211 PITT MEADOWS",NA,"2014-05-01",0.7470575240994947
"4_00000000000000000526","11-214 WICKANINNISH",NA,"2014-05-01",0.6300263644015546
"4_0000000000000000052b","11-221 PLEASANT VAL",NA,"2014-05-01",0.445093075841728
"4_00000000000000000531","11-230 ILLECILEWAET",NA,"2014-05-01",0.3310148576453685
"4_00000000000000000534","11-234 LAC LA HACHE",NA,"2014-05-01",0.3766666725329948
"4_0000000000000000053b","11-254 SUGARBOWL MT",NA,"2014-05-01",0.40053200030843766
"4_00000000000000000540","11-270 TELKWA HI RD",NA,"2014-05-01",0.3485827501197038
"4_00000000000000000547","11-304 Premier Lake",NA,"2014-05-01",0.49847951994546935
"4_00000000000000000555","11-401 SALT SPR. IS",NA,"2014-05-01",0.6800973031863666
"4_00000000000000000556","11-402 COWICHAN LK.",NA,"2014-05-01",0.6390229100613202
"4_00000000000000000557","11-407 CHRISTIAN VL",NA,"2014-05-01",0.3974602561629582
"4_00000000000000000574","11-721 LOWER NICOLA",NA,"2014-05-01",0.4038946954053283
"4_000000000000000004cd","11-017 SPILLIMACHEEN",NA,"2014-05-01",0.4216841078754496
"4_000000000000000004f6","11-079 Kwanika Creek",NA,"2014-05-01",0.3829737074028725
"4_000000000000000004f9","11-083 Gitwinksihlkw",NA,"2014-05-01",0.36219152882127625
"4_000000000000000004ff","11-106 Kinaskan Lake",NA,"2014-05-01",0.3499869649072782
"4_00000000000000000508","11-126 CAMPBELL LAKE",NA,"2014-05-01",0.5247071883487842
"4_00000000000000000518","11-199 Rennell Sound",NA,"2014-05-01",0.28098488207729283
"4_00000000000000000528","11-217 TOBY CREEK RD",NA,"2014-05-01",0.3607905323952503
"4_00000000000000000536","11-236 FLETCHER LAKE",NA,"2014-05-01",0.23370698876000576
"4_0000000000000000053c","11-255 PRINCE GEORGE",NA,"2014-05-01",0.5273814355284853
"4_00000000000000000545","11-299 Port Clements",NA,"2014-05-01",0.30054633052430174
"4_00000000000000000548","11-309 UPPER ASHNOLA",NA,"2014-05-01",0.2961775247107271
"4_00000000000000000550","11-328 Nahwitti Lake",NA,"2014-05-01",0.39261228943788407
"4_00000000000000000553","11-339 HAINES SUMMIT",NA,"2014-05-01",0.22194860972211297
"4_00000000000000000568","11-513 Texada Island",NA,"2014-05-01",0.49305008443696735
"4_00000000000000000546","11-300 Skidegate Lake",NA,"2014-05-01",0.2897107149830186
"4_0000000000000000056d","11-612 SQUAMISH RIVER",NA,"2014-05-01",0.5825814514937152
"4_0000000000000000056f","11-614 Mt. Washington",NA,"2014-05-01",0.5829105271624155
"4_00000000000000000571","11-622 BOTANIE VALLEY",NA,"2014-05-01",0.3457261568993781
"4_00000000000000000530","11-229 BLAEBERRY RIVER",NA,"2014-05-01",0.3696097745713146
"4_0000000000000000055a","11-410 CHILLIWACK LAKE",NA,"2014-05-01",0.3121481820073158
"4_000000000000000004f5","11-078 GERMANSEN LANDING",NA,"2014-05-01",0.375216047797909
"4_00000000000000000549","11-310 Silver Skagit Road",NA,"2014-05-01",0.2953091619066353
"5_000000000000000011a9","BLY",69060,"2015-05-01",0.2343839039685214
"5_00000000000000000c3c","ALMO",33226,"2015-05-01",0.3120271025398982
"5_00000000000000000228","EWAN",89039,"2015-05-01",0.35784281360333986
"5_00000000000000000f37","GLEN",53137,"2015-05-01",0.31944804602652593
"5_00000000000000000c2a","JOEL",33204,"2015-05-01",0.4481402682156515
"5_00000000000000000f35","LIMA",53097,"2015-05-01",0.29002315525907185
"5_0000000000000000014d","LYNN",85024,"2015-05-01",0.29560885397825076
"5_00000000000000000250","MESA",89082,"2015-05-01",0.29931713384595965
"5_000000000000000011b6","ROME",69164,"2015-05-01",0.23536523855357405
"5_000000000000000011cf","RUCH",69226,"2015-05-01",0.2883255462763153
"5_00000000000000001195","SCIO",69034,"2015-05-01",0.533187043901207
"5_00000000000000000f23","SULA",53036,"2015-05-01",0.27428487812546376
"5_000000000000000011bd","TROY",69207,"2015-05-01",0.2922028867272729
"5_00000000000000001194","ADAIR",69033,"2015-05-01",0.4274157226051021
"5_0000000000000000117d","ALBEE",69006,"2015-05-01",0.2555644935810303
"5_00000000000000000f0e","ARLEE",53015,"2015-05-01",0.2735831737733992
"5_00000000000000000c0e","AVERY",33003,"2015-05-01",0.24783609201200835
"5_00000000000000000c14","BAKER",33010,"2015-05-01",0.34428562822716235
"5_00000000000000000c38","BATES",33222,"2015-05-01",0.4123991524909397
"5_0000000000000000021a","CAMAS",89024,"2015-05-01",0.4575527679966521
"5_000000000000000011b8","CANBY",69202,"2015-05-01",0.4440882065595797
"5_00000000000000000c36","CAREY",33220,"2015-05-01",0.22477606059478428
"5_000000000000000011bb","CECIL",69205,"2015-05-01",0.1940461868071462
"5_000000000000000011cc","CRANE",69223,"2015-05-01",0.2751496177004398
"5_0000000000000000118f","DERBY",69027,"2015-05-01",0.4150180211329605
"5_0000000000000000117e","FLORA",69007,"2015-05-01",0.33701404365003884
"5_000000000000000011c7","GREEN",69218,"2015-05-01",0.38367519812199746
"5_00000000000000000247","INDEX",89073,"2015-05-01",0.3977398520153857
"5_00000000000000000314","MOOSE",92036,"2015-05-01",0.42293878746258023
"5_00000000000000000f36","NOXON",53101,"2015-05-01",0.26624484523258163
"5_00000000000000000c1e","RIRIE",33022,"2015-05-01",0.4570967499105356
"5_000000000000000011da","SALEM",69237,"2015-05-01",0.437357794687322
"5_000000000000000011e7","SELMA",69250,"2015-05-01",0.3191762594012691
"5_0000000000000000020a","TWISP",89005,"2015-05-01",0.3527287659386197
"5_000000000000000011c4","UNITY",69214,"2015-05-01",0.23639487392944863
"5_000000000000000011a5","ADRIAN",69056,"2015-05-01",0.29691185661366865
"5_00000000000000000322","ALPINE",92051,"2015-05-01",0.40370956843881417
"5_00000000000000000219","ASOTIN",89023,"2015-05-01",0.32642434631064776
"5_00000000000000000c2e","COBALT",33209,"2015-05-01",0.2398351222909535
"5_00000000000000000c23","COOLIN",33029,"2015-05-01",0.4313232330255385
"5_00000000000000000214","COUGAR",89018,"2015-05-01",0.48934673275378027
"5_00000000000000000233","CURLEW",89051,"2015-05-01",0.41030862941039087
"5_00000000000000000222","CUSICK",89032,"2015-05-01",0.4086449304001752
"5_00000000000000001198","DAYTON",69040,"2015-05-01",0.44008885871006526
"5_00000000000000000a87","DORRIS",14166,"2015-05-01",0.34250228522625503
"5_00000000000000000c18","DUBOIS",33015,"2015-05-01",0.22332110964257584
"5_000000000000000011a0","ELKTON",69050,"2015-05-01",0.4436472093073604
"5_00000000000000000c13","GOLDEN",33008,"2015-05-01",0.29411151845724703
"5_00000000000000000229","ILWACO",89040,"2015-05-01",0.540442250997358
"5_0000000000000000117f","IMNAHA",69008,"2015-05-01",0.363932893149874
"5_00000000000000001196","JOSEPH",69035,"2015-05-01",0.39121333976333694
"5_0000000000000000020c","KELLER",89007,"2015-05-01",0.3995474533879051
"5_000000000000000011e0","LORANE",69243,"2015-05-01",0.44824463673252146
"5_000000000000000011c1","MADRAS",69211,"2015-05-01",0.2186219025263164
"5_0000000000000000023a","MALDEN",89058,"2015-05-01",0.39715782338723976
"5_00000000000000000242","MAZAMA",89068,"2015-05-01",0.28683438918305343
"5_00000000000000000217","MERCER",89021,"2015-05-01",0.15491388370670153
"5_00000000000000000c0c","NAPLES",33001,"2015-05-01",0.4644415296793347
"5_000000000000000011c2","OCHOCO",69212,"2015-05-01",0.1922796221988777
"5_0000000000000000024a","ODESSA",89076,"2015-05-01",0.250859828006305
"5_00000000000000000206","OZETTE",89001,"2015-05-01",0.5130775701481975
"5_0000000000000000024c","PE ELL",89078,"2015-05-01",0.5040688031578219
"5_00000000000000000c35","PICABO",33219,"2015-05-01",0.33576015709826057
"5_00000000000000000c2b","PIERCE",33205,"2015-05-01",0.31462492896965705
"5_00000000000000000f0d","POLSON",53014,"2015-05-01",0.3334031148333813
"5_00000000000000000226","QUINCY",89037,"2015-05-01",0.20130646012091444
"5_00000000000000000224","RONALD",89035,"2015-05-01",0.3833482070818346
"5_00000000000000001180","SALADO",69009,"2015-05-01",0.4752814612338615
"5_00000000000000001197","SPARTA",69038,"2015-05-01",0.40778662291171697
"5_00000000000000001179","TIMBER",69001,"2015-05-01",0.43144037726985585
"5_00000000000000001186","UMPQUA",69018,"2015-05-01",0.3807731641883089
"5_0000000000000000025e","VERLOT",89904,"2015-05-01",0.38191959660343905
"5_00000000000000000f3a","VICTOR",53901,"2015-05-01",0.4084209835986337
"5_00000000000000000216","WAPATO",89020,"2015-05-01",0.236814479822043
"5_00000000000000000227","WILBUR",89038,"2015-05-01",0.3311444169329427
"5_00000000000000000323","WILSON",92052,"2015-05-01",0.38842191043314034
"5_0000000000000000024f","YAKIMA",89081,"2015-05-01",0.2120281901958663
"5_00000000000000000c21","ACEQUIA",33026,"2015-05-01",0.27128261068432175
"5_00000000000000000f0f","AUGUSTA",53016,"2015-05-01",0.32435567033741775
"5_00000000000000001192","BLITZEN",69030,"2015-05-01",0.24624623800745035
"5_00000000000000000f1b","BOULDER",53028,"2015-05-01",0.2644714039229767
"5_00000000000000000f3d","BRADMAN",53904,"2015-05-01",0.259906851587512
"5_00000000000000000231","CARLTON",89049,"2015-05-01",0.2595395594931954
"5_00000000000000000c16","CHALLIS",33013,"2015-05-01",0.2607433287126974
"5_00000000000000000f19","CLINTON",53026,"2015-05-01",0.24518804933039137
"5_00000000000000000218","CONNELL",89022,"2015-05-01",0.21926648634979032
"5_00000000000000000c1c","CRATERS",33020,"2015-05-01",0.2710483520427389
"5_0000000000000000118c","CROWLEY",69024,"2015-05-01",0.2545502614550309
"5_00000000000000000223","EVERETT",89034,"2015-05-01",0.579460300326646
"5_00000000000000000c0f","GIFFORD",33004,"2015-05-01",0.4302879385691531
"5_0000000000000000021e","GLACIER",89028,"2015-05-01",0.24861166444916527
"5_000000000000000011af","GLASGOW",69117,"2015-05-01",0.4665304447439933
"5_0000000000000000119f","GRANITE",69049,"2015-05-01",0.224769140179391
"5_0000000000000000021d","KENDALL",89027,"2015-05-01",0.520001813752844
"5_00000000000000000244","LAURIER",89070,"2015-05-01",0.4399158183462677
"5_00000000000000000c17","LEADORE",33014,"2015-05-01",0.31341051595689845
"5_00000000000000001183","LOGDELL",69013,"2015-05-01",0.2018055290586644
"5_00000000000000000a89","MACDOEL",14168,"2015-05-01",0.2935523645929042
"5_00000000000000000310","MAMMOTH",92030,"2015-05-01",0.4209041034809188
"5_00000000000000000264","MCCHORD",89910,"2015-05-01",0.512811868174302
"5_0000000000000000022b","MENDOTA",89042,"2015-05-01",0.543150122835177
"5_000000000000000011d1","MERRILL",69228,"2015-05-01",0.3435531622136147
"5_000000000000000011ba","MIKKALO",69204,"2015-05-01",0.13535279000020453
"5_00000000000000000c0d","MIVODEN",33002,"2015-05-01",0.37568225085764245
"5_000000000000000011ef","MOLALLA",69901,"2015-05-01",0.4351833884772533
"5_0000000000000000119a","MT HOOD",69043,"2015-05-01",0.4517185722104119
"5_00000000000000001191","PAISLEY",69029,"2015-05-01",0.19001473883011127
"5_000000000000000011e2","PAUNINA",69245,"2015-05-01",0.1723082697014943
"5_0000000000000000023f","POMEROY",89065,"2015-05-01",0.3706604518909088
"5_00000000000000000c3e","PRESTON",33228,"2015-05-01",0.41098357598352553
"5_0000000000000000024d","RAINIER",89079,"2015-05-01",0.5666283377655197
"5_0000000000000000023b","RAYMOND",89059,"2015-05-01",0.5500375191667103
"5_00000000000000000212","REARDAN",89016,"2015-05-01",0.4102056698749703
"5_00000000000000000215","RIMROCK",89019,"2015-05-01",0.28481123342069664
"5_000000000000000011f1","SANTIAM",69903,"2015-05-01",0.45606317057250306
"5_000000000000000011e5","SILVIES",69248,"2015-05-01",0.2011553862326804
"5_000000000000000011db","SISTERS",69238,"2015-05-01",0.20854365239971076
"5_0000000000000000021b","SNOWDEN",89025,"2015-05-01",0.4471583008598066
"5_00000000000000000f02","ST MARY",53003,"2015-05-01",0.2920386198032011
"5_00000000000000000258","SULPHUR",89164,"2015-05-01",0.20936184490280693
"5_00000000000000000c31","SUNBEAM",33213,"2015-05-01",0.28068757898061036
"5_0000000000000000020e","TAHOLAH",89009,"2015-05-01",0.5086781834270537
"5_00000000000000001184","WICKIUP",69014,"2015-05-01",0.24599076355454164
"5_00000000000000000f18","WOODMAN",53025,"2015-05-01",0.31399767241998805
"5_000000000000000011f3","ZUMWALT",69905,"2015-05-01",0.33980435502196676
"5_00000000000000000240","BAY VIEW",89066,"2015-05-01",0.5736829354990138
"5_0000000000000000020b","BREWSTER",89006,"2015-05-01",0.3045900244942519
"5_0000000000000000118b","BUCHANAN",69023,"2015-05-01",0.25054350072153314
"5_00000000000000000c2d","BURGDORF",33208,"2015-05-01",0.23314955653519168
"5_00000000000000000c25","CABARTON",33111,"2015-05-01",0.32480620567834406
"5_00000000000000000f25","CHESTNUT",53039,"2015-05-01",0.35460297907341237
"5_0000000000000000020d","CHEWELAH",89008,"2015-05-01",0.4454652168024247
"5_000000000000000011c6","COQUILLE",69217,"2015-05-01",0.4773888005288834
"5_000000000000000011e4","DONNELLY",69247,"2015-05-01",0.19393764862392057
"5_000000000000000011a2","ELK LAKE",69052,"2015-05-01",0.18413632007643835
"5_00000000000000000f1a","ELLISTON",53027,"2015-05-01",0.29682530193619133
"5_00000000000000001199","GARFIELD",69041,"2015-05-01",0.5233521166936721
"5_00000000000000000238","HARTLINE",89056,"2015-05-01",0.24331090984483447
"5_00000000000000000f11","HIGHWOOD",53018,"2015-05-01",0.35113126143516243
"5_0000000000000000020f","KAMILCHE",89010,"2015-05-01",0.4860317022510609
"5_00000000000000000239","KEYSTONE",89057,"2015-05-01",0.27301405404005524
"5_000000000000000011ea","LAKEVIEW",69253,"2015-05-01",0.2187059279811189
"5_0000000000000000119b","MONTAGUE",69044,"2015-05-01",0.1499434737275763
"5_000000000000000011dd","MONUMENT",69240,"2015-05-01",0.25978202555758895
"5_00000000000000000c37","MUD LAKE",33221,"2015-05-01",0.39275777178280735
"5_00000000000000000246","MUKILTEO",89072,"2015-05-01",0.5695902129794811
"5_00000000000000000209","NEWHALEM",89004,"2015-05-01",0.47545831314894765
"5_00000000000000000c10","NEZPERCE",33005,"2015-05-01",0.4171520356021602
"5_00000000000000000f2f","NINEMILE",53064,"2015-05-01",0.34061396019355594
"5_0000000000000000022c","PACKWOOD",89043,"2015-05-01",0.3605694278813677
